"","TCGA-3X-AAV9-01","TCGA-3X-AAVA-01","TCGA-3X-AAVB-01","TCGA-3X-AAVC-01","TCGA-3X-AAVE-01","TCGA-4G-AAZO-01","TCGA-4G-AAZT-01","TCGA-W5-AA2G-01","TCGA-W5-AA2H-01","TCGA-W5-AA2I-01","TCGA-W5-AA2I-11","TCGA-W5-AA2O-01","TCGA-W5-AA2Q-01","TCGA-W5-AA2Q-11","TCGA-W5-AA2R-01","TCGA-W5-AA2R-11","TCGA-W5-AA2T-01","TCGA-W5-AA2U-01","TCGA-W5-AA2U-11","TCGA-W5-AA2W-01","TCGA-W5-AA2X-01","TCGA-W5-AA2X-11","TCGA-W5-AA2Z-01","TCGA-W5-AA30-01","TCGA-W5-AA30-11","TCGA-W5-AA31-01","TCGA-W5-AA31-11","TCGA-W5-AA33-01","TCGA-W5-AA34-01","TCGA-W5-AA34-11","TCGA-W5-AA36-01","TCGA-W5-AA38-01","TCGA-W5-AA39-01","TCGA-W6-AA0S-01","TCGA-WD-A7RX-01","TCGA-YR-A95A-01","TCGA-ZD-A8I3-01","TCGA-ZH-A8Y1-01","TCGA-ZH-A8Y2-01","TCGA-ZH-A8Y4-01","TCGA-ZH-A8Y5-01","TCGA-ZH-A8Y6-01","TCGA-ZH-A8Y8-01","TCGA-ZU-A8S4-01","TCGA-ZU-A8S4-11"
"hsa-let-7e-3p",3.57255065707797,2.83296313149681,2.99147079352655,3.11405420383946,2.76495675888128,3.3111573955671,3.68062171657543,3.53330390137448,2.16994247523626,2.56241219305452,2.2908335457848,0.400307954924542,3.63145248909401,2.83660750669652,2.17551409435789,2.75775932279088,2.87706498176005,3.00982138385783,3.02387814118083,1.87734638353363,2.42313001191691,2.02907597276803,3.71643309104917,2.94789987821511,2.94598575856993,3.21269393868668,2.59911959948482,2.84334735921909,3.35488719305789,2.5381741536266,2.96837008046981,1.71974040973657,2.32233224737141,3.06599952209138,2.97616999632448,2.78503336520157,3.73382372143228,3.72771592175706,3.25648533715905,2.69955497190093,4.01074849690371,1.37538053573075,2.74210128399436,2.40147586971347,2.33450990781506
"hsa-let-7f-5p",13.2427203630433,13.31382675499,12.6977662162094,11.9625364861615,12.0727171447996,12.2452457884889,12.3774436281905,11.6932424950952,12.372348894159,12.7594570982126,11.9330571928299,11.9844248787684,12.1664822448571,12.7052069614248,12.4769793922125,12.4245709126759,12.6468247490262,11.9975134572458,12.1740987341126,12.9749692796253,12.2095590313668,12.0229359274805,13.1079384446239,11.7605517581879,11.7828649555958,12.6847955518178,12.2106646533405,11.9661095611589,13.0632047354848,11.8866185975972,12.4315717633297,12.6593449538212,11.4369981682442,13.1846339069621,12.5196668586287,12.8736954280359,11.6268892506264,11.9195862958972,11.9774953394062,12.2284560116546,12.1850121016258,11.2108131077239,13.324342324637,12.2765937812541,12.8663292527752
"hsa-let-7f-1-3p",0.239567373681609,0.958494013580668,0.449577014697283,1.28217696264779,1.52616989929417,-0.357221113341689,1.14758700789814,0.474410212320916,1.92893437573247,0.546815338003504,1.06844112444835,0.400307954924542,1.81648438292653,0.985130031406603,0.872951324337454,0.855939716729784,1.17378251385013,1.84423531813986,0.841674809960076,1.79717603484964,-0.127067070643571,0.995128640844692,1.06954284118481,0.705043354318947,-0.223939242872387,0.779734531410573,1.40118022187291,1.04816715110759,-0.663034714939376,1.34023477601469,1.65904202236208,0.56219913275009,1.61606345042812,0.985079526707808,0.75985208939772,0.895216282951991,0.904935637825032,1.08585102980142,0.934557242271684,0.517351640680179,1.79630482868275,-3.14818142032626,0.564563098442175,1.86381908377067,1.08396644616446
"hsa-let-7f-2-3p",-0.00144072582218536,-0.626468487140488,-0.830530904495453,0.545211368481579,0.0522387109617536,0.0053489660430191,-1.57487901657295,-2.6955147891214,-0.308104821568382,-1.65481852316615,-0.516521376272804,-0.336657639241664,0.521028499400357,0.709495588793176,0.135985730171247,-1.07005970182644,-0.0241568637617746,0.0942135711482034,0.841674809960076,0.127324636541974,-0.127067070643571,0.0622428367032291,-1.59342217153762,-1.61688474056841,-0.87601593945208,0.332275554439352,-0.364354524490068,0.420135928494549,0.715476908314354,0.0601268568219541,-0.542591838807573,1.25407683738776,-2.63186406301547,-0.393432096545922,-0.157685750410307,-0.0223215568560356,-1.7580293748974,0.620187457452612,0.317885881823189,0.276343541176384,-3.48909739017949,-1.5632189196051,-0.657829322894273,-0.2830223045586,-0.966659626905505
"hsa-miR-15a-5p",7.46764603079841,7.77867297599586,7.3698422880792,7.69156789878549,6.96046451725409,7.76837685679542,7.07113959435239,7.251391485335,7.58584671833264,8.31298412203025,7.18622850255549,7.20508433288037,7.77326385432741,8.22602503896948,6.93040159652135,7.37039424199659,7.50538852263985,6.7627762734873,7.89026647385919,7.51729811885243,7.04714528920184,7.40613513710742,6.76559524208496,7.25039399914125,7.16133490290225,7.09805137274556,7.67894622987412,7.08353230466492,7.89538599832929,7.29853159614703,7.19482452712949,7.2572935500713,7.08752475792661,7.82476784714882,7.5664490944214,6.88323259118967,7.07380565198751,7.17988319956334,6.53898960719107,7.17775900671875,7.48459997612586,8.16753423769594,8.0157742102745,7.31156889736033,7.79631555206769
"hsa-miR-15a-3p",-3.46087234445948,-2.94839658202785,-3.63788582655306,-1.03975113223958,-3.11768629048056,-3.16457603539929,-0.726882110018005,-1.11055228840024,-3.11545974362599,-3.97674661805351,-2.10148387699396,-0.336657639241664,-1.35344061851578,-1.21650382976305,-3.03393927127106,-1.80702529599264,-2.52665720429096,-1.78025554676794,-2.85876490818102,-1.74714448137417,-2.93442199270117,-3.39718878193407,-1.59342217153762,-3.20184724128957,-1.36144276662232,-3.12715606419795,-2.68628261937743,-3.03929569014275,-2.98496280982674,-2.74722806523565,-2.86451993369494,-3.138240585391,-2.63186406301547,-2.71536019143328,-3.32761075185262,-3.19224655829835,-1.7580293748974,-3.77212996532615,-2.00404221306417,-1.59812557673976,-1.90413488945834,-3.14818142032626,-3.82775432433658,-3.0903772266162,-2.18905204824195
"hsa-miR-16-5p",7.96486807985673,8.59608494028294,7.69471023123616,9.20032463652461,9.28612464130547,9.30226517292231,8.54016463358876,8.70696438309357,9.42345665883813,9.16647713807034,8.29832808233173,9.12209072338434,9.27985737956037,8.84608203674821,9.62984117941207,8.17168516311371,9.18801762301704,8.92105091519069,8.70586095461436,9.34009734186871,8.49341461075734,8.53317896550488,8.16202181859452,8.6274790945521,8.38036125868724,8.26032280164443,8.61349778348111,9.26932775498839,9.24295391437475,8.63269175241089,8.93435683443836,9.09567862319597,8.40224708308112,8.37276550075492,8.90810434290928,9.02419618086214,8.88552622209764,8.43640924141222,8.37135929509251,8.93423034854909,8.98029005078485,8.80637842667358,8.53720105414532,8.47043324211174,8.37414422397478
"hsa-miR-16-1-3p",0.446018251149036,1.80649092013562,1.11700167561041,1.99587277749114,2.16771592838169,1.78962027498758,1.46074489315777,2.05937271304207,2.8152775939369,1.6379632260617,2.65340362516951,2.16584270128752,1.91957787589063,3.03142368368054,1.92025703911581,1.96556420790428,1.8656602184878,2.3072072944824,2.75594493593419,2.69026083093313,1.15304084854916,2.15740006974357,0.728505923349743,1.84254687806888,1.6741811431084,1.62773143796552,2.98614272259407,2.1701576754862,1.96923350056014,2.98069238932755,2.34493343193401,1.71974040973657,2.79440069168663,1.67695723134548,1.19595120420439,1.93703645864662,2.14886122071112,1.84257987878906,1.0548514759894,2.43162176665429,1.86845461443859,1.2441360024525,1.95360538918807,2.46421162506143,2.37573257054157
"hsa-miR-17-5p",8.08650421903862,9.30633680721882,7.82000801076164,8.86743999353165,8.34634886170935,8.13405937133495,7.76452564133487,8.34819607422576,8.07621640272644,8.96851430928569,8.71949281562728,8.88331753208909,8.25942787877526,9.14434325441662,8.14783416753774,9.08197156898096,8.58990336156232,7.86900063074938,9.24222587591175,8.21815882477342,9.90694578918117,8.6241382506903,7.82934344237348,8.39107691433807,8.85651493124179,8.61809807775931,9.17286387604853,7.60004501850948,8.45226909121274,9.13808699581373,8.95206377409263,7.39216575170807,8.41321298891947,9.32390160290777,8.0501420431696,8.33082526864205,7.41106049191037,8.14561504811707,8.11186844135493,9.05262701730098,8.73641133005651,6.94853373416228,8.60661327733233,8.097593365368,8.62766497701934
"hsa-miR-17-3p",7.86274541883209,8.26652960591458,7.47780812564395,8.62380697197769,8.18094911625368,7.86402074166782,8.18167730595113,7.66313641177149,8.21377599810781,8.59761038251238,8.86646282881875,8.12686673402952,8.52665304859424,9.39285962063076,8.09984513790884,9.34842543531949,8.30068549994316,7.82027687672177,9.06641861125319,8.83813107024133,9.19002246730741,8.89023502974946,7.34419685899605,6.91839063605239,8.6149781541485,8.69820027728139,9.51124125888036,7.58367125464776,8.10183687579672,9.29819033179514,8.66344570743902,7.75581926088302,8.40636907171631,8.05530370148348,7.66320232730099,8.46373130418859,6.98231357947113,7.83935597791477,8.22196850621684,8.9865238051433,8.25363308633968,6.68312582347579,8.57179064229085,8.08517232401999,9.01245929625819
"hsa-miR-18a-5p",2.51640757904043,3.0739712310006,1.85396726977662,4.33180773037239,2.30857846422154,2.66831397876545,2.25294000804436,2.05937271304207,2.95062944683179,4.1780714909986,3.62643657756924,2.7222360498119,2.41914888538114,2.61131519485427,2.74742044225359,2.44090221745094,3.23710844921896,2.90156849320581,2.35068845744793,2.44925273142934,4.67290832104844,2.02907597276803,1.95089834468619,3.20754369484813,2.5454478289862,3.69302289821724,2.73998213532467,2.98307212288571,2.68746253214476,2.11075292989192,2.80790540827656,1.38532137066601,3.14949565050919,3.26191973206663,2.97616999632448,2.73849077926454,3.50249817532582,3.2612930362113,2.7508452890993,3.25985541838782,2.81468335799761,1.09974609311733,3.48512863094777,2.79226582274564,2.10862850039873
"hsa-miR-18a-3p",-0.653517422401878,-1.36343408130669,0.0625538915880356,0.7257836141234,0.0522387109617536,0.294855583238004,-0.726882110018005,-1.11055228840024,-0.308104821568382,-0.0698560224449901,-0.516521376272804,-0.336657639241664,0.762036598904152,-0.731077002592806,-0.712011176383702,-1.07005970182644,-0.652188086374817,-0.55786312543149,-0.536836813293653,-0.524752060037719,1.15304084854916,-1.81222628121291,-1.59342217153762,0.257584377347726,-1.36144276662232,0.332275554439352,0.483642382064882,-1.45433318942159,-0.663034714939376,-1.16226556451449,-0.0571650116373309,-0.330885663333398,1.61606345042812,-2.71536019143328,0.579279843755899,-1.60728405757719,0.563898719989965,-0.312698346688851,0.803312708993431,-0.013163076018601,-0.0296657715421962,-1.5632189196051,-0.368322705699288,0.816513368992314,-2.18905204824195
"hsa-miR-19a-5p",-3.46087234445948,-2.94839658202785,-3.63788582655306,-3.36167922712694,-3.11768629048056,-3.16457603539929,-3.89680711146032,-2.6955147891214,-3.11545974362599,-3.97674661805351,-2.10148387699396,-0.336657639241664,-1.35344061851578,-3.53843192465041,-3.03393927127106,-1.07005970182644,-4.11161970501211,-3.36521804748909,-2.85876490818102,-1.74714448137417,-1.34945949198002,-3.39718878193407,-3.17838467225878,-3.20184724128957,-2.09840836078853,-3.12715606419795,-1.10132011865627,-3.03929569014275,-2.98496280982674,-2.74722806523565,-2.86451993369494,-3.138240585391,-2.63186406301547,-2.71536019143328,-3.32761075185262,-1.60728405757719,-3.34299187561855,-3.77212996532615,-3.58900471378533,-3.18308807746091,-3.48909739017949,-3.14818142032626,-3.82775432433658,-3.0903772266162,-3.77401454896311
"hsa-miR-19a-3p",5.47870686985521,6.09326256960936,4.71526099894503,4.21574960090881,3.72780376046382,5.49720206237269,3.58700866580394,3.90439805306573,4.14192809906667,5.40911578258795,4.40631076320474,4.87279572638729,3.85601274711317,4.89202062701512,4.06409281168946,4.72175436933539,4.29352175812423,3.60056623717299,4.94213499173929,4.06877245418686,4.97846734352879,4.42935970535685,5.21822010892308,5.39434251485484,4.4407504503195,4.80948187480463,4.74834560825929,3.97193156528051,4.38135940441908,4.65365137104653,4.03029782961301,3.62994373938592,3.74317536833145,5.85828699606004,5.16022928197043,3.7025712050096,3.95162887327307,3.83520034842346,4.27518143086895,4.66866096395514,3.73007113028267,4.25269801595593,5.62962655473595,3.92085002880705,4.59667285784411
"hsa-miR-19b-1-5p",2.21155299751201,3.39145342085677,2.77150510958464,3.04771170901076,3.11113240001532,3.24481490073841,3.22213396126319,3.08584492440326,2.61246071093721,3.37198153617757,3.82925346056893,3.20766287698215,3.69095350084267,4.08361989480597,3.65256125591215,4.18544103132195,3.35598584507088,2.61206187601082,4.23926717477951,4.361379975404,3.9110680582432,3.47317593764934,1.95089834468619,1.9274357756554,3.78423468857331,3.55934446298527,4.10813324697268,2.74206402338191,2.8976802395351,4.19528644010359,4.14670732172832,2.97028387138717,2.72568794160261,3.01256026312991,2.45374896167204,2.69039649106349,2.32943346635294,2.91437056185707,3.32985852348927,4.40936895980717,3.27908693459743,1.2441360024525,3.2275281111646,3.50953561557092,3.53886840632125
"hsa-miR-19b-3p",7.18568636569507,7.83868974252377,6.75120769535142,7.05722750413096,6.46162964709946,7.70347481834586,6.47279023481836,6.34065882343209,7.00477813371597,7.27532742474268,6.68967901156106,6.98827294380722,7.25265609529472,7.2305793964466,6.83488328350393,7.15394197237167,6.60004726855223,5.89922455273751,7.91189898473574,6.78553611929377,7.46752413127536,7.14680966820047,7.09890272787158,7.15019618450586,7.06733612471526,7.24025868704888,7.11623374574379,6.57725315363624,6.82400136509252,7.08090841895846,6.97625798990012,6.01404425691558,5.98652143924314,7.62114636837697,7.11222013212877,6.37190293168738,6.32411966645647,6.57327528139165,6.25177320980973,7.04452786595331,6.84293915818216,5.6298957092091,7.24972903252292,6.39142220504955,6.78344915263471
"hsa-miR-19b-2-5p",-3.46087234445948,-2.94839658202785,-3.63788582655306,-3.36167922712694,-3.11768629048056,-3.16457603539929,-3.89680711146032,-2.6955147891214,-3.11545974362599,-3.97674661805351,-2.10148387699396,-1.92162013996282,-2.93840311923694,-3.53843192465041,-3.03393927127106,-3.3919877967138,-4.11161970501211,-3.36521804748909,-2.85876490818102,-3.33210698209532,-2.93442199270117,-3.39718878193407,-3.17838467225878,-3.20184724128957,-3.68337086150968,-3.12715606419795,-2.68628261937743,-3.03929569014275,-2.98496280982674,-2.74722806523565,-2.86451993369494,-3.138240585391,-2.63186406301547,-2.71536019143328,-3.32761075185262,-3.19224655829835,-3.34299187561855,-3.77212996532615,-3.58900471378533,-3.18308807746091,-3.48909739017949,-3.14818142032626,-3.82775432433658,-3.0903772266162,-3.77401454896311
"hsa-miR-20a-5p",8.27933004430842,9.65453420888739,7.90272658169647,8.27449221450898,7.97705121456753,8.15566040984235,7.47551384340694,8.13182791511272,8.24374074150765,9.20487155034231,8.36306187333998,8.90095069098735,8.22964214898715,9.65832386806462,8.31865595986324,9.14450227648536,8.52160259878867,7.8904007023505,9.67334746261398,8.4691972039537,9.66386318144543,8.50405525053331,7.95539973692113,7.76753928005271,8.7551611162519,8.51534696458257,9.10853935395379,7.73795962504917,8.5701055815066,9.00557069319987,8.50453207330645,7.34859443617205,7.67077486077208,9.38234277209137,8.35142943454044,8.46551847696702,7.28362977673982,7.99977211537157,7.81027321072364,9.43644415011114,8.25363308633968,7.02299537732551,9.25887952473965,8.25002926423709,8.81820887239629
"hsa-miR-20a-3p",1.66841067248548,1.90958441309972,2.03453951541844,2.41968048639772,1.92670782887789,2.98517108410539,1.14758700789814,1.39194805212894,1.74252125150159,0.977449692333366,3.18391834186829,1.53781147867448,2.67630672487827,2.80141807823422,2.17551409435789,2.79783676216622,1.61630074955109,0.882709465954492,3.58417858766771,1.06021044068344,3.44061743864575,2.58009114156585,2.10701754660347,1.9274357756554,3.39344473554115,2.23039594042014,2.67126938524065,2.31825631447533,2.14432020711823,2.5381741536266,2.80790540827656,0.56219913275009,3.51788305648921,2.41392282551168,2.16424234447706,1.56264094386512,1.7014022437399,2.29395922513162,1.62044865184362,1.86130604189754,1.15475879959523,1.49567476944847,1.21663979502187,1.95401689274225,2.15672278859978
"hsa-miR-21-5p",19.495062184464,19.1712047529645,19.06655505755,17.2140455813364,18.4759022446462,19.761209276025,18.1462585653238,18.6599529924193,17.0946967016604,19.4209184848061,15.726696004449,18.5834189383731,18.3108440379273,16.8477831798307,18.0792261297461,16.1230478665146,18.7732835819961,18.9627898074138,15.8438102587162,19.4151109933012,18.2443042448636,16.9405125988405,19.5757290827083,18.2295253843259,16.1172810412508,19.2465829073169,16.4734778745339,17.8159111806387,19.0351093419021,15.7546440983788,18.0876304857466,18.9122992802822,17.6460646274892,19.2158314245698,18.5966338113005,19.1662090705259,18.7780252333074,18.768486935826,19.0133341845762,19.7591180230327,18.8794530316096,16.9141638596113,20.2967809291777,18.7907572769941,16.383605007658
"hsa-miR-21-3p",10.1426380981333,9.80377496313459,10.2689108405395,10.0518164840498,10.752003934832,11.3518011389671,10.7816279752937,10.7062980420162,8.96768712719076,9.47510841034425,8.8850692727627,10.197645243213,9.9709274737699,8.9436197043835,9.59655539023451,11.1716255857752,10.3953696351149,11.9141386177846,9.6869235873792,11.5660692426353,10.2574083453941,9.68212932231993,10.3334914946323,10.0615686862676,9.137007574814,11.2873309856016,10.1574421869217,10.3394055778215,10.5996474274228,9.11036422046188,10.615134038476,10.5082056207637,9.69653037533699,10.3230444375086,10.3422708364651,10.1059592404996,11.2809467542266,11.1877361645071,10.9857661831864,11.7462165706607,10.6032468324969,8.17880975457456,10.2954779565998,10.9751230572068,10.3495410793251
"hsa-miR-22-5p",5.2360951817748,5.27560509217025,5.33652876325247,4.35941996158025,4.06222279953438,5.55993781772066,4.81399932223903,4.54288995020368,4.02409160877281,5.62130588210809,6.04317436583792,4.22812697954186,4.93811382732806,4.65632492977184,4.48176056701298,4.8320138774843,4.85127630032515,4.92480079944352,3.88270207822013,4.95791186483729,4.44928229977288,5.03326376973146,5.26040718031949,4.91189492475962,4.4612873813222,5.116017919275,6.61063358750186,4.93224786380802,5.03184547785982,5.69156378734261,5.44381909644447,5.38139566745221,5.25687918588279,5.25618336251749,4.73308517983493,5.12516605546652,5.90256083063713,4.09205617932813,4.18578234581584,5.30475195636214,4.36265165123656,4.41406100389481,4.61103752824168,5.73299001343003,6.17289172549329
"hsa-miR-22-3p",17.0419876175505,17.3189924957709,16.6745861463178,15.9687672177698,16.0858218309853,16.3904080733999,16.1985087759995,16.3425709514847,15.3571557417681,16.5032516707432,18.0407565815397,15.6798097204011,16.1473053229456,17.7370623228585,16.4115545553416,17.9489581303779,15.9770766753046,16.6405175085546,17.0524383385921,16.5300475521251,15.5794405103926,17.4117903141765,16.7250426713083,15.9321252573479,17.0717212727556,17.0007110866791,18.2556168008312,16.2929572567376,16.5774901858676,18.2145190605216,16.6509700968142,16.5279851514196,18.0740863422669,17.1732032206165,16.1974645753402,16.9328326266402,16.8524824645949,15.6935858888012,15.9761066640953,16.4653309498018,16.0530408543034,16.8955521344501,16.9141429981225,17.0267623430728,18.1460674820148
